S#,Date,Islamic Date,Blast Day Type,Blast Day Type clean,Holiday Type,Holiday Type clean,Time,City,Latitude,Longitude,Province,Location,Location Category,Location Category helper,Location Sensitivity,Location Sensitivity helper,Open/Closed Space,Influencing Event/Event,Target Type,Targeted Sect if any,Killed Min,Killed Max,Injured Min,Injured Max,No. of Suicide Blasts,Explosive Weight (max),Hospital Names,Temperature(C),Temperature(F),Year,Hour of Attack,AM / PM
436,Sunday-December 28-2014,,,0,,,,Zhob,31.35,69.45,Balochistan,Ismailzai,,,,,,,,,,2,,0,,,,8.445,47.201,2014,,
437,Friday-January 30-2015,,,0,,,,Shikarpur,28,68.6667,Sindh,Imambargah,,,,,,,,,60,62,,39,,,,16.225,61.205,2015,,
438,Friday-February 13-2015,,,0,,,,Peshawar,34.0043,71.5448,KPK,Imambargah,,,,,,,,,,21,,60,,,,17.235,63.023,2015,,
439,Tuesday-February 17-2015,,,0,,,,Lahore,31.5451,74.3407,Punjab,Near Police Line ,,,,,,,,,5,9,,,,,,18.68,65.624,2015,,
440,Wednesday-February 18-2015,,,0,,,,Rawalpindi,33.6,73.0333,Punjab,Qasre-sina Imambargah-kurri road,,,,,,,,,,5,,6,,,,15.25,59.45,2015,,
441,Sunday-March 15-2015,,,0,,,,Lahore,31.5451,74.3407,Punjab,Outside Church,,,,,,,,,,17,70,72,,,,18.63,65.534,2015,,
442,Friday-March 20-2015,,,0,,,,Karachi,24.9918,66.9911,Sindh,Roadside Qalandria Chowk North Nazimabad,,,,,,,,,2,3,0,0,,,,27,80.6,2015,,
443,Wednesday-May 6-2015,,Working Day,Working Day,,,,KURRAM AGENCY,32.9746,70.1456,FATA, outside a high-school football ground in Alizai area of Lower Kurram Agency,,,,,,,,,2,3,,3,,,Ali Zai Hospital,25.985,78.773,2015,,
444,Tuesday-May 26-2015,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,,,,,,,Rangers,,1,2,,,,,,33.05,91.49,2015,,
445,Tuesday-May 26-2015,,Working Day,Working Day,,,,Karachi,24.9918,66.9911,Sindh,Orangi Town Faqeer Colony,,,,,,,,,,5,,,,,,33.05,91.49,2015,,
446,Friday-May 29-2015,,Working Day,Working Day,,,,Lahore,31.5451,74.3407,Punjab,Kalma Chowk near  Qaddafi Stadium,,,,,,,,,1,2,,6,,,,34.08,93.344,2015,,
447,Saturday-June 06-2015,,Weekend,Holiday,,,,Sargodha,32.0836,72.6711,Punjab,near Ghausia Market Sargodha,,,,,,,,,,2,,6,,,,29.9,85.82,2015,,
448,Monday-June 08-2015,,Working Day,Working Day,,,,North waziristan,32.9746379,70.1455,FATA,near the Afghan border in Pakistan's restive North Waziristan tribal area,,,,,,The clashes were marked by an intense exchange of fire between security forces and militants-the report added. Of the 19 militants killed-five were militant commanders. The seven soldiers were killed when one of the militants detonated a suicide vest while being chased by troops.,,,7,19,,,,,,26.82,80.276,2015,,
449,Thursday-June 11-2015,,Working Day,Working Day,,,,Peshawar,34.0043,71.5448,KPK,Peshawar’s Hayatabad area ,,,,,,,,,1,2,4,7,,,,30.58,87.044,2015,,
450,Monday-June 29-2015,,Working Day,Working Day,,,,Lahore,,,Punjab,A house in Sheikhupura district ,,,,,,,,,1,4,,http://www.samaa.tv/pakistan/29-Jun-2015/shootout-after-suicide-attack-in-lahore,,,,,,2015,,
451,Friday-July 17-2015,,Holiday,Holiday,,,,Quetta,,,Balochistan,Entrance of a Shiite neighborhood in southwestern Pakistan,,,,,, a suicide attacker has detonated his explosive vest at the entrance of a Shiite neighborhood in southwestern Pakistan killing one security guard.,,,1,1,,,,,,,,2015,,
452,Sunday-Aug 16-2015,,Holiday,Holiday,,,,ATTOCK,33.768734,72.362147,Punjab,Political office in Attock’s Shadi Khan area,,,,,, Punjab home minister Colonel (retd) Shuja Khanzada was killed in a suicide attack on his political office in Shadi Khan village Attock Sunday along with 16 others.,,,16,19,23,25,,,,28.655,83.579,2015,,
453,Thursay-Aug 27-2015,,Working Day,Working Day,,,,MULTAN,30.193636,71.449009,Punjab, house in the town of Pir Mahal,,,,,,,,,4,4,,2,,,,33.575,92.435,2015,,
454,Tuesday-Sep 01-2015,,Working Day,Working Day,,,,Khyber Agency,34.021103,71.287421,KPK, a local government office in Jamrud Bazaar area   Khyber Agency,,,,,,,,,3,6,50,56,,,Hayatabad Medical Complex,28.225,82.805,2015,,
455,Sunday-Sep 20-2015,,Holiday,Holiday,,,,Karachi,24.879503,67.174575,Sindh,Residential Building in Rafah-e-Aam Society in Karachi,Residential Building,RESIDENTIAL BUILDING,Low,LOW,closed,A suicide bomber blew himself up during a joint action by police and Rangers early on Sunday morning in Rafah-e-Aam Society in Karachi. The blast injured 2 police officers. The attackers were scheming for terrorist activities on Eid-ul-Azha.,Police & Rangers,,1,,2,,1,,,35,95,2015,,
456,Wednesday-Oct 14-2015,,Working Day,Working Day,,,,Taunsa,30.712665,70.658161,Punjab,At PoliticalParty MP's office on College road Taunsa DGK.,,,,,,Public meeting with MPA was targeted at political party office.,,,7,,10,20,1,13KG,,29.11,84.398,2015,,
457,Thursday-Oct-22-2015,,Holiday,Holiday,Ashura Holiday,Public Holiday,,Quetta,30.182971,66.998734,Balochistan,Shiite mosque in southwest Pakistan's Sibi district ,Religious,RELIGIOUS,,,closed,"Attack took place when the Shiites were holding a gathering ahead of the Ashoura, a key religious event. ",Religious,Shiite,10,11,12,15,1,,Bhag Hospital,16.25,61.25,2015,,
458,Friday-Oct-23-2015,,Holiday,Holiday,Ashura Holiday,Public Holiday,,Jacobabad,28.274681,68.712889,Sindh,Attack on Muharram Procession in Jacobabad near Lashari Muhalla,,,,,,Attack on Muharram procession,Religious,Shiite,22,23,40,40+,,,Jacobabad Civil Hospital,28.59,83.462,2015,,
459,Tuesday-Dec-29-2015,,Working Day,Working Day,,,,Mardan,34.200114,72.050801,KPK,NADRA office Nisatta Road  Mardan,Government,GOVERNMENT,,,,,Civilian,,21,26,50,56,,8KG,district headquarters hospitaldistrict headquarters hospital,13.53,56.354,2015,,
460,Wednesday-Jan 13-2016,,Working Day,Working Day,,,,Quetta,30.165686,67.00178,Balochistan, Polio centre in Satellite town Quetta,,,,,,Attack on Polio Centre,Civilian & Police,None,15,15,25,36,,8KG,"Civil Hospital, CMH ",6.855,44.339,2016,,
461,Tuesday-Jan 19-2016,,Working Day,Working Day,,,,Peshawar,33.999533,71.42502,KPK, check post in Karkhano Market- adjacent to Jamrud in Khyber Agency,,,,,,Attack on Check Post,,None,10,12,20,25,1,,Hayatabad Medical Complex ,11.645,52.961,2016,,
462,Friday-Jan 29-2016,,Working Day,Working Day,,,,Zhob,31.341261,69.448659,Balochistan,Suicide Bomber Attacks Army Facility ,,,,,,,Army,None,0,0,5,6,1,,Civil Hospital Zhob,11.125,52.025,2016,,
463,Saturday-Feb 06-2016,,Working Day,Working Day,,,,Quetta,30.199805,67.010157,Balochistan,Attack on vehicle of Frontier Corps  near Liaquat Park Quetta ,,,,,, Attack on vehicle of Frontier Corps ,Frontier Corps ,None,9,11,30,35,1,8-10KG,Civil Hospital Quetta- CMH ,9.945,49.901,2016,,
464,Saturday-Mar 07-2016,,Working Day,Working Day,,,,Shabqadar-Charsadda,34.149433,71.742781,KPK,Attack outside of session court in Shab-Qadar Charsadda ,,,,,,,,None,10,20,27,31,1,,Lady Reading Hospital,16.715,62.087,2016,,
465,Sunday-Mar 27-2016,,Holiday,Holiday,,,,Lahore,31.51293,74.28899,Punjab,Attack in children's play area of Park in Lahore,,,,,,,,Christian,70,72,233,300,1,8-10KG,"Jinnah Hospital,Sheikh Zaid Hospital,Services Hospital,Farooq Hospital,Meo Hospital,Bajwa Hospital",22.565,72.617,2016,,
466,Saturday-Apr 16-2016,8 Rajab 1437 A.H.,Working Day,Working Day,,,,Khyber Agency,34.047839,71.28436,FATA,Hujra of Said Jamal in the Kharko Sarhgi area in the Zakhakhel tehsil of Khyber Agency,Residence,RESIDENCE,High,HIGH,closed,,Civilian,None,2,2,0,0,1,,,25.405,77.729,2016,,
467,Tuesday-Apr 19-2016,10 Rajab 1437 A.H.,Working Day,Working Day,,,,Mardan,34.207854,72.049453,KPK,Mardan Excise and Taxation Department located in Cantonment Area on Mall Road in Mardan District,Government,GOVERNMENT,High,HIGH,closed,Attack on Mardan Excise and Taxation Department,Government Official,None,1,1,10,18,1,8-10KG,,23.105,73.589,2016,,
468,Monday-May 30-2016,22 Shaban 1437 A.H.,Working Day,Working Day,,,,Mardan,34.195682,72.037771,KPK,Mardan City Police Station,Police,POLICE,High,HIGH,Open,"Attack on City Police Station, Mardan",Police,None,1,1,12,15,1,8-10KG,Mardan district hospital.,30.02,86.036,2016,,
469,Monday-Aug 08-2016,05 Zeqad 1437 A.H.,Working Day,Working Day,,,,Quetta,30.194225,67.008822,Balochistan,"Civil Hospital, Quetta",Government,GOVERNMENT,High,HIGH,Closed,The fatalities were mainly advocates,advocates (lawyers),None,70,70,112,120,,8KG,,29.585,85.253,2016,,
470,Friday-Sep 02-2016,29 Zeqad 1437 A.H.,Working Day,Working Day,,,5:50:00 AM,Mardan,34.195776,72.036565,KPK,Mardan District Court,Government,GOVERNMENT,High,HIGH,closed,"Attack on District Court, Mardan",Civilian,None,13,14,52,60,1,6KG,,27.805,82.049,2016,5,AM
471,Tuesday-Sep 13-2016,10 Zilhaj 1437 A.H.,Holiday,Holiday,Eid ul Azha Holiday,Public Holiday,7:30:00 AM,Shikarpur,28.002718,68.730383,Sindh,Imambargah,Religious,RELIGIOUS,High,HIGH,Closed,Attack on Shia Imambargah on Eid ul Azha Prayer,religious,Shiite,0,0,10,13,,,,31.945,89.501,2016,7,AM
472,Friday-Sep 16-2016,13 Zilhaj 1437 A.H.,Working Day,Working Day,,,1:30:00 PM,Mohmand Agency ,34.400331,71.560424,FATA,"Jamea Masjid, Pai Khan",Religious,RELIGIOUS,High,HIGH,Closed,Attack on Masjid During Jumma Prayer,religious,,16,36,22,,1,,District Headquarters Hospital (DHQ) Bajaur Agency,28.68,83.624,2016,1,PM
473,Tuesday-Oct-25-2016,23 MuHarram 1438 A.H.,Working Day,Working Day,,,12:00am,Quetta,30.14283,66.98195,Balochistan,police training center,Government,GOVERNMENT,High,HIGH,Closed,"Attack on Police Training Center, Saryab Road, Quetta",Police,,58,61,100,165,2,8-10 KG,,14.545,58.181,2016,12,AM
474,Saturday-Nov-12-2016,11 safar 1438 A.H.,Weekend,Holiday,,,6:00:00 PM,Khuzdar,25.776775,67.02239,Balochistan,Dargah Shah Noorani Shrine,Religious,RELIGIOUS,High,HIGH,Closed,Attack on Dargah Shah Noorani in Khuzdar district,Civilian,None,45,52,100,100,1,,"Hub, Khuzdar, Lasbella and Civil Hospital in Karachi",,,2016,6,PM
475,Saturday-Nov-26-2016,25 safar 1438 A.H.,Weekend,Holiday,,,6:00:00 AM,Mohmand Agency,34.325826,71.398789,FATA,FC Check Post,Military,MILITARY,High,HIGH,Open,"Attack Camp of Mohmand Rifles in Mohmand Agency Headquarters, Ghalani, Mohmand Agency",Military,None,2,2,14,14,4,,,17.63,63.734,2016,6,AM
476,Tuesday-Feb-7-2017,09 Jamadi-ul-Awal 1438 A.H. ,Working Day,Working Day,,,5:00:00 AM,Bannu,32.949814,70.60908,KPK,"Police Station Mandan, Bannu",Police,POLICE,High,HIGH,Open,"Attack on Mandan Police Station, Bannu",Police,None,0,0,2,2,1, 20 KG,DHQ Hospital Bannu,19,,2017,5,AM
477,Monday-Feb-13-2017,16 Jumada al-awwal 1438 A.H,Working Day,Working Day,,,6:00:00 PM,Lahore,31.555382,74.331873,Punjab,"Mall road, Lahore",Government,GOVERNMENT,High,HIGH,Open,Attack on pharmaceutical protest,Civilian,None,14,18,83,90,1,NA, 1. Mayo Hospital 2.  Sir Ganga Ram Hospital,16.255,61.259,2017,6,PM
478,Wednesday-Feb-15-2017,19 Jumada al-awwal 1438 A.H,Working Day,Working Day,,,8:00:00 AM,"Ghallanai, Mohmand Agency ",34.5,71.333333,FATA,"main gate of Mohmand Agency headquarters, Ghallanai",Commercial/residence,COMMERCIAL/RESIDENCE,High,HIGH,Open,Attack on paramilitary HQ,Army,None,5,8,0,3,1,,Lady Reading Hospital,11.115,52.007,2017,8,AM
479,Wednesday-Feb-15-2017,19 Jumada al-awwal 1438 A.H,Working Day,Working Day,,,3:30:00 PM,Hayatabad,33.986111, 71.456944,KPK,Hayatabad Medical Complex,Commercial/residence,COMMERCIAL/RESIDENCE,Medium,MEDIUM,Open,inauguration of the Out Patient Department (OPD) at the Hayatabad Medical Complex,Civilian Judges,None,1,1,4,18,1,15 KG,Hayatabad Medical Complex,16.63,61.934,2017,3,PM
480,Wednesday-Feb-15-2017,19 Jumada al-awwal 1438 A.H,Working Day,Working Day,,,9:00:00 AM,"Mosal Kor, Mohmand Agency",34.553808,71.434141,FATA,Office of political agent,Government,GOVERNMENT,High,HIGH,,,Government Official,None,1,1,0,0,1,,,,,2017,9,AM
481,Thursday-Feb-16-2017,20 Jumada al-awwal 1438 A.H,Working Day,Working Day,,,6:00:00 PM,Sehwan town,26.419314,67.859373,Sindh,Lal Shahbaz Qalandar shrine,Religious,RELIGIOUS,High,HIGH,Closed,Attack on shia community,Shia sect,shiite,70,72,150,200,1,,1. Sehwan Taluka Hospital 2. Combined Military Hospital Hyderabad,23.71,74.678,2017,6,PM
482,Tuesday-Feb-21-2017,25 Jumada al-awwal 1438 A.H,Working Day,Working Day,,,9:00:00 AM,"Tangi, Charsadda District",34.3,71.653889,KPK,Court,Government,GOVERNMENT,High,HIGH,Closed,Attack on lawyers and judges,Judges & lawyers,None,6,7,15,20,2,NA,Lady Reading Hospital,11.18,52.124,2017,9,AM
483,Wednesday-April-05-2017,08 Rajab 1438 A.H,Working Day,Working Day,,,7:15:00 AM,Lahore,31.463017,74.435675,Punjab,Bedian Road,,,Low,LOW,Open,Population Census Team,Military,None,6,7,19,22,,NA,"Combined Military Hospital (CMH), General Hospital",29,84.2,2017,7,AM
484,Friday-May-12-2017,15 Shaban 1438 A.H,Working Day,Working Day,,,2:30:00 PM,Quetta,29.800833,66.848056,Baluchistan,Town of Mastung, , ,Low,LOW,Open,Sucide bomber wearing an explosive vest carried out the attack.,Government Official,None,25,28,35,37,1,NA,,44,111,2017,2,PM
485,Saturday-May-20-2017,23 Shaban 1438 A.H,Weekend,Holiday,,,,Kohat,33.38752,71.340408,KPK,Kamal khel area near lachi kohat,Police,POLICE,Low,LOW,Open,Terrorist ambushed a police party while it was on its way to arrest criminals,Police,None,1,4,0,0,,NA,,37,99,2017,,
486,Friday-June-23-2017,27 RamaDHaan 1438 A.H,Working Day,Working Day,,,1:30:00 PM,Quetta,33.88423,70.10878,Balochistan,Parachinar town in the restive tribal bel,Religious,RELIGIOUS,Low,LOW,Open,Suicide bombers targeting the capital of Balochistan province and the Shia-majority Parachinar town days before the end of the holy month of Ramzan.,Shia sect,Shiite,30,85,100,100+,3,75KG,,36,97,2017,1,PM
487,Monday-July-10-2017,16 SHawwal 1438 A.H,Working Day,Working Day,,,11:43:00 AM,Chaman,30.90983,66.452402,Balochistan,Boghra Road,,,Low,LOW,Open,Sucide bomber wearing an explosive vest carried out the attack.,Police,None,1,3,1,11,1,,,38,100,2017,11,AM
488,Monday-July-17-2017,22 Shawaal 1438 A.H,Working Day,Working Day,,,,Peshawar,34.015,71.5805,KPK,near the Afghan border,Military,MILITARY,High,HIGH,open,suicide bomber riding on a motorcycle hit a Frontier Corps vehicle in Peshawar,Military,None,1,2,1,7,1,,,37,98,2017,,
489,Monday-July-17-2017,22 Shawaal 1438 A.H,Working Day,Working Day,,,,Peshawar,34.015,71.5805,KPK,southwestern Chaman province,Military,MILITARY,High,HIGH,Open,bomb struck in southwestern Chaman province,Military,None,1,1,1,1,1,,,37,98,2017,,
490,Monday-July-24-2017,29 Shawaal 1438 A.H,Working Day,Working Day,,,3:55:00 PM,Lahore,31.500875,74.33312,Punjab,near Arfa Karim IT Tower Ferozepur Road,,,Medium,MEDIUM,Open,,Police,,26,27,56,56,1,,"Jinnah Hospital, General Hospital, Ittefaq Hospital",32,88,2017,3,PM
491,Saturday-August-12-2017,12 Zeqad 1438 A.H.,Weekend,Holiday,,,5:00:00 PM,Quetta,30.203658,67.004469,Balochistan,Pishin bus stop,,,Medium,MEDIUM,Open,the attacker had been carrying 25kg of “incendiary explosives” on a motorcycle that he had rammed into the military truck,Military,None,15,15,40,40,1,25KG,,29,,2017,5,PM
492,Thursday-October-05-2017,13 MuHarram 1439 A.H,Working Day,Working Day,,,,Quetta,28.571051,67.496895,Balochistan,Fateh Pur Shrine in Jhal Magsi village,Religious,RELIGIOUS,High,HIGH,Open/Closed,at the entrance of shrine,Civilian,None,21,22,25,,1,,"Larkana Hospital, Gandawah District Headquarters Hospital, 1 shifted to Aga Khan Hospital KHI",27.8,81,2017,,
493,Thursday-October-19-2017,27 MuHarram 1439 A.H,Working Day,Working Day,,,8:00:00 AM,Quetta,,,Balochistan,Sariab Mill area,Highway,HIGHWAY,Low,LOW,Open,explosives-laden vehicle rammed into a security forces convoy on the Quetta-Sibi Highway ,Police,None,7,7,22,22,1,,,26,79,2017,8,AM
494,Thursday-November-9-2017,19 Safar 1439 A.H,Working Day,Working Day,,,7:00:00 AM,Quetta,30.221057,67.002524,Balochistan,Quetta's Chaman Housing Scheme on airport road,Police,POLICE,Low,LOW,Open,AIG Hamid Shakil’s vehicle,Police,None,2,2,8,8,1,15KG,"Combined Military Hospital (CMH)-(Quetta), Civil Hospital(Quetta)",25,77,2017,7,AM
495,Friday-November-24-2017,5 Rabi Al-Awwal 1439 A.H,Working Day,Working Day,,,7:00:00 AM,Peshawar,33.970623,71.43862,KPK,"Near Zarghuni Masjid, Phase-2 Hayatabad",Police,POLICE,Low,LOW,Open,a police vehicle of AIG Asharf Noor ,Police,None,1,3,6,8,1,20KG,Hayatabad Medical Complex(Peshawar),22,72,2017,7,AM
496,Saturday-November-25-2017,6 Rabi Al-Awwal 1439 A.H,Working Day,Working Day,,,7:00:00 AM,Quetta,30.139626,66.981476,Balochistan,"Sariab Road, near Bus terminal",Military,MILITARY,Medium,MEDIUM,Open,"transport for a colonel in Pakistan's armed forces, was parked near a bus terminal",Military,None,4,4,16,22,1,10KG,Civil Hospital(Quetta),29,84,2017,7,AM
